ID,Family,Normative Text,Primary verification method,Lifecycle status,Introduced in,Changed in,Parent ID,Refines,Supersedes,Superseded by,Semantic delta,Default applicability,Edition,Build ID,Canonical source
AERA-INT-002,INT,The implementation SHALL detect material objective/constraint/authority/policy conflicts and resolve by declared precedence or escalate; it SHALL NOT silently optimize unresolved conflict.,"A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-LRN-001,LRN,"Behavior-changing model, prompt, memory, retrieval, policy, tool, data, orchestration, or equivalent artifacts SHALL be versioned, impact-analyzed, evaluated, approved, observable, and reversible before production authority.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-LRN-002,LRN,"Learning/planning/adaptation SHALL NOT increase authority, consequence, targets, tools, data rights, validity, or subdelegation except through separate attributable governance and authorization.","A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-MAT-001,MAT,"A maturity claim SHALL identify its decision population, consequence scope, dependencies, exclusions and assessment date.","I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-MAT-002,MAT,Assessors SHALL score demonstrated operating behavior rather than planned or purchased capability.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-MAT-003,MAT,The reported level SHALL NOT exceed the lowest evidenced level among consequence-material dimensions.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-MAT-004,MAT,Level 3 SHALL require tested-effective evidence for every consequence-material control.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-MAT-005,MAT,Levels 4 and 5 SHALL require sustained-effective evidence for the operating behavior claimed.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-MAT-006,MAT,"Adverse results, workarounds, overrides and unresolved anomalies SHALL remain in the evidence package.","I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-MAT-007,MAT,Promotion thresholds SHALL be declared before formal assessment.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-MAT-008,MAT,Material change SHALL trigger impact analysis and reassessment of affected dimension scores.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-MAT-009,MAT,"A SUSTAINED EFFECTIVE evidence claim SHALL identify the minimum observation interval, operating exposure, event and consequence coverage, change history, adverse results, and rationale for representativeness before assessment begins.","I, A",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PNT-001,PNT,"Each decision-relevant time or position claim SHALL identify its contributing sources, distribution or derivation path, reference time scale or coordinate frame as applicable, observation time, uncertainty, integrity state, required traceability, valid interval, and degraded-state behavior.","I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PNT-002,PNT,"PNT reporting and decision logic SHALL distinguish PRESENT, MONITORED, ACCEPTED, and USED IN SOLUTION for each source and SHALL NOT treat those states as interchangeable.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PNT-003,PNT,"Each decision contract that depends on time, order, freshness, synchronization, or position SHALL define and enforce bounds for evidence age, event order, time or position uncertainty, authority and policy expiration tolerance, holdover, and behavior when any bound is exceeded.","I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PNT-004,PNT,"High-consequence PNT-dependent classes SHALL analyze/test common-mode failures and define acceptable alternate, holdover, local, or no-service state.","A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PR-001,PR,"For each autonomous decision class, the organization SHALL designate an accountable human or governing body that retains responsibility for mission legitimacy, delegated authority, residual-risk acceptance, suspension, and reassessment.","I, D",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PR-002,PR,"An autonomous actor SHALL exercise only decision rights contained in a current, attributable, revocable delegation whose scope includes the actor, action, target, purpose, context, consequence ceiling, and validity interval.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PR-003,PR,"A model output SHALL NOT authorize a material effect unless the applicable authority, evidence, policy, consequence, temporal-validity, and recovery predicates are satisfied and an enforcement point accepts a current authorization artifact bound to the transaction.","A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PR-004,PR,"If an optimization objective conflicts with current operational intent, law, policy, or an applicable prohibition, the implementation SHALL apply the declared precedence rules; unresolved conflict SHALL produce a non-permit disposition.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PR-005,PR,"Each AERA layer and decision-relevant interface SHALL identify the identity, authorization, evidence-integrity, communications-security, resilience, logging, and recovery properties that it provides, requires, and verifies; allocation of a property to one layer SHALL NOT imply that another layer inherits it without validation.","I, A",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PR-006,PR,"The DAF SHALL re-evaluate affected assurance claims before further effect whenever a policy-defined material change occurs in evidence, context, threat state, actor or system state, temporal state, or recovery readiness.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PR-007,PR,"Before authorizing a proposal that can exceed a validated recovery envelope, the accountable authority SHALL either prohibit the proposal or approve a consequence-specific control set that includes narrower enforceable bounds, additional independent prevention or inhibition, effect observation, and explicit residual-risk acceptance.","I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PR-008,PR,"Before a behavior-changing model, prompt, memory, retrieval source, policy, data set, tool, dependency, threshold, or orchestration artifact is used under production authority, the organization SHALL version and provenance-bind the artifact, analyze its impact, test and approve it, make its use observable, and provide a tested rollback or safe-replacement path.","I, T, D",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PR-009,PR,"Each decision contract SHALL specify and enforce maximum evidence age, event-order and synchronization tolerances, time or position uncertainty bounds as applicable, and the disposition to use when a temporal bound is exceeded.","I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PR-010,PR,"The minimum control floor for a decision class SHALL be selected from its worst credible consequence and SHALL NOT be reduced on the basis of model type, implementation brand, vendor assertion, or claimed technical sophistication.","I, A",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PR-011,PR,"For each CC-3 or CC-4 decision class, evidence or controls relied upon as independent SHALL have documented source, method, controller, administration, provider, software, network, power, supply-chain, and time-reference failure domains; correlated items SHALL NOT be counted as independent without an approved rationale and compensating controls.","I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-PR-012,PR,"For every material decision transaction, the implementation SHALL retain a tamper-evident causal record that identifies who or what proposed, authorized, enforced, observed, overrode, or recovered the action; the evidence and policy used; the authorization and validity; and the observed result.","I, T, D",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-Q-001,Q,"A quantum-enabled decision service SHALL identify capability class, role/boundary, readiness, classical baseline, measured mission advantage, error/uncertainty, security assumptions, cost/dependencies, and exit criteria.","I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-Q-002,Q,"A quantum-enabled service SHALL retain authenticated classical control, monitoring, and audit and provide validated classical fallback or explicit no-service state before material-effect use.","A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-REC-001,REC,"Each material class SHALL define states, resources, authority, time bounds, irreversibility, and actions for arrest, containment, reversal, compensation, or manual transfer.","I, A",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-REC-002,REC,"Recovery, revocation, manual takeover, and state reconciliation SHALL be tested before production and after material change under credible fault/adversary conditions.","T, D",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-REC-003,REC,Command issue/acknowledgment SHALL NOT prove effect; obtain consequence-appropriate effect evidence or mark unverified and inhibit dependent autonomous actions.,"A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-THEORY-001,THEORY,Every autonomous action SHALL resolve to a valid authority delegation.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-THEORY-002,THEORY,Decision evaluation SHALL consider material cumulative effects when actions compose.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-THEORY-003,THEORY,Each decision class SHALL have an accountable human owner.,"I, A, T and/or D as consequence requires",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-THR-001,THR,"When an authenticated evidence source can remain credential-valid after compromise, the implementation SHALL apply consequence-appropriate challenge, corroboration, or plausibility analysis before relying on that source for a material effect.","A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-THR-002,THR,"Each cross-domain or delegated service hop SHALL preserve and validate the original initiator, delegation chain, purpose, consequence context, and requested effect before exercising target-domain authority.","I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-THR-003,THR,"The Decision Assurance Fabric SHALL define capacity objectives and saturation thresholds, detect bypass and denial-of-assurance conditions, and invoke consequence-specific throttling or non-permit behavior before overload can become implicit authorization.","I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-THR-004,THR,"Distributed enforcement points SHALL use monotonic policy and state updates, acknowledgement, deduplication, idempotent effect semantics, and distributed use accounting where duplicate or reordered execution could create a material effect.","I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-THR-005,THR,"Audit evidence for high-consequence decision classes SHALL use independent replication or an equivalent survivability mechanism and SHALL detect omission, deletion, reordering, retiming, or incomplete causal chains.","I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-THR-006,THR,"Human-oversight mechanisms SHALL define workload limits, consequence-prioritized queues, review-time and usability criteria, saturation detection, safe throttling, and timeout behavior that cannot convert absent review into permission.","I, A, T, D",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-VV-001,VV,"Before formal validation begins, the accountable validation authority SHALL approve the decision class, configurations, operating environments, acceptance criteria, measures, uncertainty treatment, thresholds, failure conditions, and required evidence.",I,PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-VV-002,VV,"Validation of each material decision class SHALL include all applicable representative, boundary, adversarial, degraded, partitioned, common-mode, contradictory or stale evidence, identity, authority, policy, PNT, communications, tool or model, enforcement-bypass, recovery, and rollback conditions.","I, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-VV-003,VV,"Each CC-3 or CC-4 decision class SHALL maintain a configuration-bound assurance case that states the top claim, scope and context, assumptions, argument, subclaims, evidence, rebuttals, limitations, residual risk, validity, monitoring, and reassessment triggers.","I, A",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-VV-004,VV,The accountable authority SHALL approve the assurance case for each CC-3 or CC-4 decision class before production authority is granted and after any material change that invalidates a claim or item of evidence.,"I, A",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-VV-005,VV,"Each formal test SHALL define a decision oracle, expected result, tolerance, treatment of indeterminate outcomes, and defect-disposition rule before execution.","I, A",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-VV-006,VV,"A validation campaign SHALL predeclare coverage, sampling basis, sample size or stopping rule, statistical or epistemic uncertainty treatment, environment and configuration, and limits on inference to the claimed decision population.","I, A, T",PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-VV-007,VV,Each active normative requirement SHALL reference at least one profile- and consequence-specific verification procedure; a requirement lacking an approved procedure or sufficient current evidence SHALL be assessed INDETERMINATE rather than SATISFIED.,"I, A",PROPOSED,1.2 WD,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-XW-001,XW,"Every external mapping SHALL identify the official source, publication status, version or release, access date, and mapping direction.",Crosswalk metadata; source register; sampled URL and version verification.,PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-XW-002,XW,"An AERA conformance claim SHALL NOT be inferred from external certification, authorization, maturity, or framework alignment, and an AERA assessment SHALL NOT be represented as satisfying an external obligation without an independent assessment against that source.",Claim-language review; assessment scope; communications approval.,PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-XW-003,XW,"External evidence SHALL be reused only when the asset, decision class, control implementation, operating context, assessment period, evidence integrity, and assurance level are shown to match the AERA claim.",Evidence-reuse determination; scope comparison; assessor approval.,PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
AERA-XW-004,XW,"Mappings SHALL be reviewed when AERA changes, an external source is revised or superseded, applicable law or policy changes, or operational evidence reveals a semantic gap.",Change-monitoring record; mapping review log; retired mapping history.,PROPOSED,1.1 RC1 or earlier - lineage pending,,,,,,,UNDETERMINED - claim-specific profile matrix required,1.2 WD,AERA-001-1.2WD-20260807.1,Authoritative PDF Appendix A; generated from controlled source
